Date,District,Dengue_Cases,Temperature,Humidity,Rainfall_mm,Previous_Day_Dengue_Cases
22-12-24,Dhaka,49,20.3,74,0,70
23-12-24,Dhaka,70,22.6,71,0,49
24-12-24,Dhaka,65,18.8,72,0,70
25-12-24,Dhaka,24,18.9,74,0,65
26-12-24,Dhaka,42,17.5,73,0,24
27-12-24,Dhaka,25,17.6,75,0,42
28-12-24,Dhaka,43,17,75,0,25
29-12-24,Dhaka,46,19,72,0,43
30-12-24,Dhaka,40,15.2,76,0,46
31-12-24,Dhaka,30,14,73,0,40
01-01-20,Dhaka,9,20.1,70,0,30
02-01-20,Dhaka,10,21.7,73,0,9
03-01-20,Dhaka,17,18.7,89,2,10
04-01-20,Dhaka,22,19.2,84,18,17
05-01-20,Dhaka,20,18.8,82,0,22
06-01-20,Dhaka,22,16.9,75,0,20
07-01-20,Dhaka,24,14.3,88,0,22
08-01-20,Dhaka,30,17.1,83,0,24
09-01-20,Dhaka,31,18.7,79,0,30
10-01-20,Dhaka,33,19,77,0,31
11-01-20,Dhaka,36,15.3,91,0,33
12-01-20,Dhaka,35,14.5,93,0,36
13-01-20,Dhaka,39,16.6,85,0,35
14-01-20,Dhaka,40,17.6,89,0,39
15-01-20,Dhaka,41,18.9,82,0,40
16-01-20,Dhaka,41,19.8,80,0,41
17-01-20,Dhaka,12,21,74,0,41
18-01-20,Dhaka,16,21.8,73,0,12
19-01-20,Dhaka,5,21.5,75,0,16
20-01-20,Dhaka,9,18.3,68,0,5
21-01-20,Dhaka,18,18,66,0,9
22-01-20,Dhaka,7,18.3,65,0,18
23-01-20,Dhaka,8,18.2,68,0,7
24-01-20,Dhaka,8,18.3,62,0,8
25-01-20,Dhaka,6,17.9,62,0,8
26-01-20,Dhaka,5,17.9,63,0,6
27-01-20,Dhaka,9,17.1,71,0,5
28-01-20,Dhaka,2,18.1,74,0,9
29-01-20,Dhaka,6,18.5,84,0,2
30-01-20,Dhaka,0,20.5,79,1,6
31-01-20,Dhaka,4,19.6,71,0,0
01-02-20,Dhaka,4,19.5,59,0,4
02-02-20,Dhaka,12,18.2,54,0,4
03-02-20,Dhaka,17,18.4,49,0,12
04-02-20,Dhaka,27,20,53,0,17
05-02-20,Dhaka,20,20,54,0,27
06-02-20,Dhaka,5,20.4,47,0,20
07-02-20,Dhaka,6,20.5,49,0,5
08-02-20,Dhaka,11,20.3,56,0,6
09-02-20,Dhaka,2,21.2,54,0,11
10-02-20,Dhaka,6,20.7,50,0,2
11-02-20,Dhaka,5,21.1,51,0,6
12-02-20,Dhaka,3,21,50,0,5
13-02-20,Dhaka,7,19.9,56,0,3
14-02-20,Dhaka,1,21.1,64,0,7
15-02-20,Dhaka,1,22.8,73,0,1
16-02-20,Dhaka,2,22.1,65,0,1
17-02-20,Dhaka,5,22.9,61,0,2
18-02-20,Dhaka,3,22.2,68,0,5
19-02-20,Dhaka,16,22.9,59,0,3
20-02-20,Dhaka,4,23.1,67,0,16
21-02-20,Dhaka,0,22.9,65,0,4
22-02-20,Dhaka,0,23.8,59,0,0
23-02-20,Dhaka,1,24.9,60,0,0
24-02-20,Dhaka,4,23.3,73,0,1
25-02-20,Dhaka,2,20.9,79,0,4
26-02-20,Dhaka,8,21.5,73,1,2
27-02-20,Dhaka,4,22,69,0,8
28-02-20,Dhaka,3,23.3,53,0,4
29-02-20,Dhaka,12,24.4,53,0,3
01-03-20,Dhaka,4,25.6,54,0,12
02-03-20,Dhaka,3,25.2,64,0,4
03-03-20,Dhaka,3,23.8,62,0,3
04-03-20,Dhaka,4,24.3,67,14,3
05-03-20,Dhaka,6,24.9,66,12,4
06-03-20,Dhaka,7,24.6,72,0,6
07-03-20,Dhaka,7,22.7,78,0,7
08-03-20,Dhaka,4,24,75,0,7
09-03-20,Dhaka,6,23.9,57,1,4
10-03-20,Dhaka,9,23.9,53,0,6
11-03-20,Dhaka,1,26,51,0,9
12-03-20,Dhaka,2,27.3,59,0,1
13-03-20,Dhaka,0,28.6,54,0,2
14-03-20,Dhaka,0,26.2,60,0,0
15-03-20,Dhaka,1,26,61,0,0
16-03-20,Dhaka,1,26.8,53,0,1
17-03-20,Dhaka,3,26.5,50,0,1
18-03-20,Dhaka,4,26.9,51,0,3
19-03-20,Dhaka,4,26.8,51,0,4
20-03-20,Dhaka,5,26.2,65,0,4
21-03-20,Dhaka,2,27.3,52,3,5
22-03-20,Dhaka,0,24.8,60,0,2
23-03-20,Dhaka,0,25.3,64,0,0
24-03-20,Dhaka,0,26.7,59,0,0
25-03-20,Dhaka,4,27.5,59,0,0
26-03-20,Dhaka,6,28.8,58,0,4
27-03-20,Dhaka,7,29.9,52,0,6
28-03-20,Dhaka,14,31.1,49,0,7
29-03-20,Dhaka,8,29.7,40,0,14
30-03-20,Dhaka,0,28.8,39,0,8
31-03-20,Dhaka,0,28.8,43,0,0
01-04-20,Dhaka,1,30,50,0,0
02-04-20,Dhaka,2,28.8,66,0,1
03-04-20,Dhaka,5,28.3,67,2,2
04-04-20,Dhaka,7,29.2,65,0,5
05-04-20,Dhaka,8,28.9,70,0,7
06-04-20,Dhaka,8,29.9,57,0,8
07-04-20,Dhaka,8,31.2,60,0,8
08-04-20,Dhaka,7,28.1,83,0,8
09-04-20,Dhaka,6,30.2,60,0,7
10-04-20,Dhaka,6,30.8,60,0,6
11-04-20,Dhaka,7,28.4,64,0,6
12-04-20,Dhaka,7,25.6,70,2,7
13-04-20,Dhaka,9,29.9,65,0,7
14-04-20,Dhaka,8,31.1,70,0,9
15-04-20,Dhaka,6,26.5,77,0,8
16-04-20,Dhaka,8,28.7,67,3,6
17-04-20,Dhaka,8,28.2,77,0,8
18-04-20,Dhaka,0,28.9,78,0,8
19-04-20,Dhaka,0,28.7,69,5,0
20-04-20,Dhaka,6,27,76,3,0
21-04-20,Dhaka,14,26.4,74,0,6
22-04-20,Dhaka,12,27.8,70,1,14
23-04-20,Dhaka,5,25.7,83,0,12
24-04-20,Dhaka,11,24.6,89,47,5
25-04-20,Dhaka,23,25.8,86,20,11
26-04-20,Dhaka,22,24,89,0,23
27-04-20,Dhaka,20,27.1,78,40,22
28-04-20,Dhaka,21,24.7,90,0,20
29-04-20,Dhaka,32,27.1,79,4,21
30-04-20,Dhaka,23,26,87,0,32
01-05-20,Dhaka,16,25.3,90,1,23
02-05-20,Dhaka,19,25.5,89,12,16
03-05-20,Dhaka,15,27.7,78,10,19
04-05-20,Dhaka,16,29.5,77,0,15
05-05-20,Dhaka,19,29.9,76,0,16
06-05-20,Dhaka,16,26.1,86,0,19
07-05-20,Dhaka,16,26.8,80,18,16
08-05-20,Dhaka,34,27.7,79,15,16
09-05-20,Dhaka,25,29.2,74,12,34
10-05-20,Dhaka,28,29.3,71,0,25
11-05-20,Dhaka,22,29.4,75,4,28
12-05-20,Dhaka,18,31.4,64,0,22
13-05-20,Dhaka,24,28.4,80,0,18
14-05-20,Dhaka,21,29.5,78,19,24
15-05-20,Dhaka,37,29,83,1,21
16-05-20,Dhaka,40,31,80,5,37
17-05-20,Dhaka,44,31.3,77,0,40
18-05-20,Dhaka,28,32.4,64,0,44
19-05-20,Dhaka,33,29.3,84,0,28
20-05-20,Dhaka,30,27.2,91,7,33
21-05-20,Dhaka,27,27.5,87,74,30
22-05-20,Dhaka,27,28.5,87,1,27
23-05-20,Dhaka,22,30.6,81,0,27
24-05-20,Dhaka,25,30.3,82,0,22
25-05-20,Dhaka,32,30.4,79,0,25
26-05-20,Dhaka,23,29.2,84,0,32
27-05-20,Dhaka,48,23.7,94,63,23
28-05-20,Dhaka,40,27.1,82,56,48
29-05-20,Dhaka,37,28,85,0,40
30-05-20,Dhaka,25,28.3,85,0,37
31-05-20,Dhaka,52,30.2,74,3,25
01-06-20,Dhaka,38,30.3,68,0,52
02-06-20,Dhaka,36,31.2,70,1,38
03-06-20,Dhaka,48,28.5,82,0,36
04-06-20,Dhaka,58,27.8,87,22,48
05-06-20,Dhaka,56,29.6,81,40,58
06-06-20,Dhaka,57,29,83,10,56
07-06-20,Dhaka,19,31.2,71,2,57
08-06-20,Dhaka,9,29.5,80,0,19
09-06-20,Dhaka,12,31.5,73,3,9
10-06-20,Dhaka,47,29.9,78,5,12
11-06-20,Dhaka,46,28.4,88,2,47
12-06-20,Dhaka,48,28.6,86,3,46
13-06-20,Dhaka,37,27.5,95,13,48
14-06-20,Dhaka,61,29.9,81,22,37
15-06-20,Dhaka,43,30.3,80,5,61
16-06-20,Dhaka,52,29.6,81,0,43
17-06-20,Dhaka,51,27.9,93,4,52
18-06-20,Dhaka,45,27.8,90,24,51
19-06-20,Dhaka,63,28.3,89,6,45
20-06-20,Dhaka,59,29.9,80,89,63
21-06-20,Dhaka,41,28.5,86,1,59
22-06-20,Dhaka,70,29.8,81,5,41
23-06-20,Dhaka,66,30.5,80,0,70
24-06-20,Dhaka,47,31.4,78,0,66
25-06-20,Dhaka,81,31.3,75,0,47
26-06-20,Dhaka,65,30.7,78,0,81
27-06-20,Dhaka,65,29.8,82,0,65
28-06-20,Dhaka,55,28.1,89,0,65
29-06-20,Dhaka,79,29.2,82,14,55
30-06-20,Dhaka,64,30,82,0,79
01-07-20,Dhaka,73,31.7,74,0,64
02-07-20,Dhaka,58,31.2,78,0,73
03-07-20,Dhaka,66,31.5,74,0,58
04-07-20,Dhaka,74,29.2,87,0,66
05-07-20,Dhaka,47,28.9,87,24,74
06-07-20,Dhaka,84,29.3,86,13,47
07-07-20,Dhaka,80,29.7,86,4,84
08-07-20,Dhaka,66,30.5,82,1,80
09-07-20,Dhaka,57,30,86,0,66
10-07-20,Dhaka,80,30.5,83,22,57
11-07-20,Dhaka,80,27.8,93,0,80
12-07-20,Dhaka,57,27.4,93,30,80
13-07-20,Dhaka,96,29.8,84,24,57
14-07-20,Dhaka,77,28.5,87,0,96
15-07-20,Dhaka,76,29.2,84,4,77
16-07-20,Dhaka,115,30.3,80,0,76
17-07-20,Dhaka,84,29.5,86,0,115
18-07-20,Dhaka,88,29.9,84,10,84
19-07-20,Dhaka,53,29.4,85,20,88
20-07-20,Dhaka,104,27.5,95,19,53
21-07-20,Dhaka,123,27.1,95,87,104
22-07-20,Dhaka,129,27.8,92,43,123
23-07-20,Dhaka,114,29.3,84,46,129
24-07-20,Dhaka,132,28.6,86,0,114
25-07-20,Dhaka,141,30.3,79,0,132
26-07-20,Dhaka,74,31.1,80,0,141
27-07-20,Dhaka,116,29.4,87,0,74
28-07-20,Dhaka,151,28.8,90,0,116
29-07-20,Dhaka,156,27.8,93,42,151
30-07-20,Dhaka,203,30.4,82,15,156
31-07-20,Dhaka,210,30.5,81,0,203
01-08-20,Dhaka,150,31,82,0,210
02-08-20,Dhaka,78,30.2,89,20,150
03-08-20,Dhaka,211,31.8,79,18,78
04-08-20,Dhaka,165,29.9,88,10,211
05-08-20,Dhaka,164,30.8,77,26,165
06-08-20,Dhaka,231,29.7,86,2,164
07-08-20,Dhaka,203,30.1,85,7,231
08-08-20,Dhaka,211,30.6,81,5,203
09-08-20,Dhaka,147,30.1,83,0,211
10-08-20,Dhaka,251,30.5,80,4,147
11-08-20,Dhaka,246,31,81,0,251
12-08-20,Dhaka,235,30.2,83,0,246
13-08-20,Dhaka,245,31,76,16,235
14-08-20,Dhaka,271,30.7,77,0,245
15-08-20,Dhaka,301,28.1,89,1,271
16-08-20,Dhaka,145,28,93,12,301
17-08-20,Dhaka,309,28.6,88,35,145
18-08-20,Dhaka,287,28.5,89,4,309
19-08-20,Dhaka,260,28.6,86,1,287
20-08-20,Dhaka,322,27,95,2,260
21-08-20,Dhaka,335,27.3,95,18,322
22-08-20,Dhaka,313,27.2,97,23,335
23-08-20,Dhaka,99,27.7,96,29,313
24-08-20,Dhaka,332,29.9,86,23,99
25-08-20,Dhaka,316,29.3,81,4,332
26-08-20,Dhaka,335,28.7,76,1,316
27-08-20,Dhaka,327,28.8,83,0,335
28-08-20,Dhaka,380,29.3,83,11,327
29-08-20,Dhaka,374,29.6,80,12,380
30-08-20,Dhaka,157,30.9,79,1,374
31-08-20,Dhaka,525,30.6,81,0,157
01-09-20,Dhaka,367,27.6,92,0,525
02-09-20,Dhaka,359,29.8,78,29,367
03-09-20,Dhaka,355,31,74,0,359
04-09-20,Dhaka,277,31.3,75,0,355
05-09-20,Dhaka,424,31.5,73,0,277
06-09-20,Dhaka,199,31.5,71,0,424
07-09-20,Dhaka,506,29.2,79,0,199
08-09-20,Dhaka,248,29.6,82,0,506
09-09-20,Dhaka,414,29.7,83,0,248
10-09-20,Dhaka,469,28.9,86,16,414
11-09-20,Dhaka,422,29.8,79,2,469
12-09-20,Dhaka,504,30.3,79,8,422
13-09-20,Dhaka,204,29.3,85,0,504
14-09-20,Dhaka,475,29.3,83,9,204
15-09-20,Dhaka,530,29.5,81,0,475
16-09-20,Dhaka,530,29.7,81,0,530
17-09-20,Dhaka,535,29.5,82,0,530
18-09-20,Dhaka,572,29.8,83,2,535
19-09-20,Dhaka,544,32.1,69,3,572
20-09-20,Dhaka,311,30.3,79,0,544
21-09-20,Dhaka,527,29.4,82,6,311
22-09-20,Dhaka,596,28.8,87,2,527
23-09-20,Dhaka,582,28,88,1,596
24-09-20,Dhaka,501,28.3,88,23,582
25-09-20,Dhaka,527,28.2,89,27,501
26-09-20,Dhaka,498,28.1,88,5,527
27-09-20,Dhaka,286,28.2,87,7,498
28-09-20,Dhaka,488,29.7,80,0,286
29-09-20,Dhaka,625,29.5,83,0,488
30-09-20,Dhaka,552,29.8,82,0,625
01-10-20,Dhaka,539,28.9,87,0,552
02-10-20,Dhaka,607,28.7,86,27,539
03-10-20,Dhaka,505,29.6,81,0,607
04-10-20,Dhaka,262,29.6,81,0,505
05-10-20,Dhaka,381,29.2,80,8,262
06-10-20,Dhaka,483,28.7,85,5,381
07-10-20,Dhaka,504,28.8,85,15,483
08-10-20,Dhaka,457,29.3,86,23,504
09-10-20,Dhaka,466,30.6,77,2,457
10-10-20,Dhaka,482,30.9,78,0,466
11-10-20,Dhaka,157,30.6,81,1,482
12-10-20,Dhaka,537,28.6,88,0,157
13-10-20,Dhaka,433,29.2,82,57,537
14-10-20,Dhaka,432,27.8,89,0,433
15-10-20,Dhaka,379,29.6,82,23,432
16-10-20,Dhaka,379,30.8,74,0,379
17-10-20,Dhaka,360,30.7,68,0,379
18-10-20,Dhaka,178,29.7,80,0,360
19-10-20,Dhaka,327,29.4,81,0,178
20-10-20,Dhaka,327,29.5,81,0,327
21-10-20,Dhaka,296,27.1,91,9,327
22-10-20,Dhaka,273,25.3,93,46,296
23-10-20,Dhaka,269,25.3,93,44,273
24-10-20,Dhaka,265,25.6,93,38,269
25-10-20,Dhaka,148,26.8,86,1,265
26-10-20,Dhaka,248,27.6,81,0,148
27-10-20,Dhaka,284,28.1,75,0,248
28-10-20,Dhaka,217,28.9,73,0,284
29-10-20,Dhaka,260,29.9,72,0,217
30-10-20,Dhaka,246,30.2,71,0,260
31-10-20,Dhaka,225,27.6,80,1,246
01-11-20,Dhaka,85,26.4,90,1,225
02-11-20,Dhaka,214,27.5,84,36,85
03-11-20,Dhaka,215,27.7,84,0,214
04-11-20,Dhaka,179,25.9,61,0,215
05-11-20,Dhaka,141,24.3,59,0,179
06-11-20,Dhaka,137,24,59,0,141
07-11-20,Dhaka,148,24.2,73,0,137
08-11-20,Dhaka,68,25.7,72,0,148
09-11-20,Dhaka,151,26,69,0,68
10-11-20,Dhaka,111,26.6,66,0,151
11-11-20,Dhaka,126,27,58,0,111
12-11-20,Dhaka,115,27,67,0,126
13-11-20,Dhaka,107,26.9,68,0,115
14-11-20,Dhaka,102,26.9,60,0,107
15-11-20,Dhaka,35,25.8,66,0,102
16-11-20,Dhaka,75,25.1,70,0,35
17-11-20,Dhaka,73,25.2,70,0,75
18-11-20,Dhaka,73,24.5,65,0,73
19-11-20,Dhaka,74,24.4,72,0,73
20-11-20,Dhaka,75,24.7,82,0,74
21-11-20,Dhaka,61,23.8,87,3,75
22-11-20,Dhaka,34,22.3,57,0,61
23-11-20,Dhaka,66,21.6,58,0,34
24-11-20,Dhaka,34,21.6,70,0,66
25-11-20,Dhaka,50,21.9,71,0,34
26-11-20,Dhaka,42,21.5,70,0,50
27-11-20,Dhaka,43,22.8,70,0,42
28-11-20,Dhaka,25,23.5,67,0,43
29-11-20,Dhaka,43,23.3,66,0,25
30-11-20,Dhaka,33,23,71,0,43
01-12-20,Dhaka,225,23.2,71,0,33
02-12-20,Dhaka,85,23.1,69,0,225
03-12-20,Dhaka,214,22.5,71,0,85
04-12-20,Dhaka,215,22,70,0,214
05-12-20,Dhaka,179,22,77,0,215
06-12-20,Dhaka,141,22.3,81,0,179
07-12-20,Dhaka,137,22.3,85,0,141
08-12-20,Dhaka,148,21.2,89,0,137
09-12-20,Dhaka,68,19.5,92,0,148
10-12-20,Dhaka,151,19.7,88,0,68
11-12-20,Dhaka,111,19,82,0,151
12-12-20,Dhaka,126,19.1,86,0,111
13-12-20,Dhaka,115,20.5,83,0,126
14-12-20,Dhaka,107,20.6,79,0,115
15-12-20,Dhaka,102,19.9,81,0,107
16-12-20,Dhaka,35,21.3,70,0,102
17-12-20,Dhaka,75,20.6,67,0,35
18-12-20,Dhaka,73,19,58,0,75
19-12-20,Dhaka,73,18.4,54,0,73
20-12-20,Dhaka,74,18.5,70,0,73
21-12-20,Dhaka,75,18.1,77,0,74
22-12-20,Dhaka,61,18.4,77,0,75
23-12-20,Dhaka,34,18.8,80,0,61
24-12-20,Dhaka,66,19.9,74,0,34
25-12-20,Dhaka,34,20.6,64,0,66
26-12-20,Dhaka,50,20,61,0,34
27-12-20,Dhaka,42,19.4,64,0,50
28-12-20,Dhaka,43,18.7,71,0,42
29-12-20,Dhaka,25,19.9,66,0,43
30-12-20,Dhaka,43,20.3,65,0,25
31-12-20,Dhaka,33,20,66,0,43
01-01-21,Dhaka,5,20.4,65,0,33
02-01-21,Dhaka,2,20.3,63,0,5
03-01-21,Dhaka,2,20.2,70,0,2
04-01-21,Dhaka,1,21.2,69,0,2
05-01-21,Dhaka,8,21.2,72,0,1
06-01-21,Dhaka,24,22.6,66,0,8
07-01-21,Dhaka,46,22.7,67,0,24
08-01-21,Dhaka,108,23,66,0,46
09-01-21,Dhaka,255,21.9,75,0,108
10-01-21,Dhaka,529,22.2,74,0,255
11-01-21,Dhaka,309,22.9,74,0,529
12-01-21,Dhaka,222,21.2,68,0,309
13-01-21,Dhaka,21,19,62,0,222
14-01-21,Dhaka,21,18.7,60,0,21
15-01-21,Dhaka,22,17.8,64,0,21
16-01-21,Dhaka,22,18.2,71,0,22
17-01-21,Dhaka,7,17.7,78,0,22
18-01-21,Dhaka,10,17.2,81,0,7
19-01-21,Dhaka,5,18.5,85,0,10
20-01-21,Dhaka,5,19.5,85,0,5
21-01-21,Dhaka,9,19.5,78,0,5
22-01-21,Dhaka,4,17.9,80,0,9
23-01-21,Dhaka,5,16.6,84,0,4
24-01-21,Dhaka,5,17.6,85,0,5
25-01-21,Dhaka,4,18.6,73,0,5
26-01-21,Dhaka,3,17.9,79,0,4
27-01-21,Dhaka,5,17.2,74,0,3
28-01-21,Dhaka,2,17.5,78,0,5
29-01-21,Dhaka,3,19,72,0,2
30-01-21,Dhaka,0,18,64,0,3
31-01-21,Dhaka,2,16.4,64,0,0
01-02-21,Dhaka,9,15.9,68,0,2
02-02-21,Dhaka,7,19.1,62,0,9
03-02-21,Dhaka,2,20.3,58,0,7
04-02-21,Dhaka,1,20.7,65,0,2
05-02-21,Dhaka,10,21.4,63,0,1
06-02-21,Dhaka,28,22.3,53,0,10
07-02-21,Dhaka,53,20.8,59,0,28
08-02-21,Dhaka,65,22,52,0,53
09-02-21,Dhaka,215,21.7,50,0,65
10-02-21,Dhaka,484,21.2,57,0,215
11-02-21,Dhaka,407,22,66,0,484
12-02-21,Dhaka,82,21.8,71,0,407
13-02-21,Dhaka,4,21.8,63,0,82
14-02-21,Dhaka,1,22.3,64,0,4
15-02-21,Dhaka,1,22.8,64,0,1
16-02-21,Dhaka,1,22.9,64,0,1
17-02-21,Dhaka,3,22.8,65,0,1
18-02-21,Dhaka,2,24.4,55,0,3
19-02-21,Dhaka,8,24.6,60,0,2
20-02-21,Dhaka,2,22.9,60,0,8
21-02-21,Dhaka,0,24,51,0,2
22-02-21,Dhaka,0,24.5,48,0,0
23-02-21,Dhaka,1,24,56,0,0
24-02-21,Dhaka,2,24.7,63,0,1
25-02-21,Dhaka,1,25.8,59,0,2
26-02-21,Dhaka,4,26.7,66,0,1
27-02-21,Dhaka,2,27.3,66,0,4
28-02-21,Dhaka,2,27.4,69,0,2
01-03-21,Dhaka,11,27.9,68,0,2
02-03-21,Dhaka,10,26.6,55,0,11
03-03-21,Dhaka,2,26.6,46,0,10
04-03-21,Dhaka,4,25.8,51,0,2
05-03-21,Dhaka,8,27,73,0,4
06-03-21,Dhaka,32,27.7,71,0,8
07-03-21,Dhaka,49,27.7,69,0,32
08-03-21,Dhaka,135,27.7,74,0,49
09-03-21,Dhaka,280,27,75,0,135
10-03-21,Dhaka,429,26.9,77,0,280
11-03-21,Dhaka,357,27.5,75,0,429
12-03-21,Dhaka,211,28,69,0,357
13-03-21,Dhaka,0,25.6,70,0,211
14-03-21,Dhaka,0,25.4,59,3,0
15-03-21,Dhaka,1,26.5,59,0,0
16-03-21,Dhaka,1,27.8,58,0,1
17-03-21,Dhaka,2,28.1,47,0,1
18-03-21,Dhaka,2,28.1,47,0,2
19-03-21,Dhaka,2,28.3,50,0,2
20-03-21,Dhaka,3,29.1,48,0,2
21-03-21,Dhaka,1,30.3,52,0,3
22-03-21,Dhaka,0,29.7,51,0,1
23-03-21,Dhaka,0,30.6,42,0,0
24-03-21,Dhaka,0,31.7,45,0,0
25-03-21,Dhaka,2,30.5,35,0,0
26-03-21,Dhaka,3,30.6,36,0,2
27-03-21,Dhaka,4,29.7,42,0,3
28-03-21,Dhaka,7,30.4,39,0,4
29-03-21,Dhaka,4,29.9,64,0,7
30-03-21,Dhaka,2,30.1,75,0,4
31-03-21,Dhaka,0,30.8,71,0,2
01-04-21,Dhaka,12,31.1,65,0,0
02-04-21,Dhaka,14,30.4,62,0,12
03-04-21,Dhaka,2,29.6,67,0,14
04-04-21,Dhaka,4,27.8,59,0,2
05-04-21,Dhaka,8,27.1,54,10,4
06-04-21,Dhaka,36,28.4,52,0,8
07-04-21,Dhaka,53,30.3,59,0,36
08-04-21,Dhaka,116,29.4,65,0,53
09-04-21,Dhaka,218,29.9,63,0,116
10-04-21,Dhaka,305,30.2,71,0,218
11-04-21,Dhaka,217,30.7,63,0,305
12-04-21,Dhaka,212,31.7,59,0,217
13-04-21,Dhaka,5,31.4,59,0,212
14-04-21,Dhaka,4,31.4,65,0,5
15-04-21,Dhaka,3,31,69,0,4
16-04-21,Dhaka,5,30.7,68,0,3
17-04-21,Dhaka,5,27.4,69,24,5
18-04-21,Dhaka,1,29.9,64,0,5
19-04-21,Dhaka,0,31,63,0,1
20-04-21,Dhaka,4,31.2,70,0,0
21-04-21,Dhaka,8,30.7,66,0,4
22-04-21,Dhaka,6,28.8,71,3,8
23-04-21,Dhaka,6,29,51,0,6
24-04-21,Dhaka,3,30.5,46,0,6
25-04-21,Dhaka,6,33.4,41,0,3
26-04-21,Dhaka,12,33.1,47,0,6
27-04-21,Dhaka,13,32.4,58,0,12
28-04-21,Dhaka,11,30.6,64,0,13
29-04-21,Dhaka,11,31.4,59,2,11
30-04-21,Dhaka,16,32.2,56,0,11
01-05-21,Dhaka,12,30.5,55,0,16
02-05-21,Dhaka,11,29.6,64,0,12
03-05-21,Dhaka,11,28.8,64,9,11
04-05-21,Dhaka,11,27.2,71,0,11
05-05-21,Dhaka,3,29.2,60,0,11
06-05-21,Dhaka,4,28.8,63,0,3
07-05-21,Dhaka,10,30.8,58,2,4
08-05-21,Dhaka,35,30,60,0,10
09-05-21,Dhaka,45,28.2,65,0,35
10-05-21,Dhaka,102,28.8,67,0,45
11-05-21,Dhaka,291,25.5,81,24,102
12-05-21,Dhaka,326,28.7,65,14,291
13-05-21,Dhaka,258,27.7,76,0,326
14-05-21,Dhaka,176,30,68,0,258
15-05-21,Dhaka,13,28.8,79,0,176
16-05-21,Dhaka,12,30.7,71,53,13
17-05-21,Dhaka,19,31.9,70,0,12
18-05-21,Dhaka,24,28.8,85,0,19
19-05-21,Dhaka,28,30.9,76,45,24
20-05-21,Dhaka,17,31.2,74,0,28
21-05-21,Dhaka,19,32.3,66,0,17
22-05-21,Dhaka,15,32.9,63,0,19
23-05-21,Dhaka,18,33.9,62,0,15
24-05-21,Dhaka,17,31.7,68,0,18
25-05-21,Dhaka,18,29.5,77,36,17
26-05-21,Dhaka,19,28.2,71,1,18
27-05-21,Dhaka,19,29.4,77,0,19
28-05-21,Dhaka,15,30.7,77,2,19
29-05-21,Dhaka,27,31.7,70,1,15
30-05-21,Dhaka,28,30.7,75,4,27
31-05-21,Dhaka,24,27.6,86,25,28
01-06-21,Dhaka,22,26.7,89,21,24
02-06-21,Dhaka,33,30.1,75,85,22
03-06-21,Dhaka,13,29.8,79,0,33
04-06-21,Dhaka,3,31.4,73,15,13
05-06-21,Dhaka,4,27,89,0,3
06-06-21,Dhaka,4,27.1,90,118,4
07-06-21,Dhaka,9,29,81,12,4
08-06-21,Dhaka,38,27.5,85,0,9
09-06-21,Dhaka,58,30.4,74,10,38
10-06-21,Dhaka,154,30.4,74,23,58
11-06-21,Dhaka,212,28.2,86,31,154
12-06-21,Dhaka,450,29.4,79,30,212
13-06-21,Dhaka,307,29.9,79,2,450
14-06-21,Dhaka,138,28.9,85,4,307
15-06-21,Dhaka,25,28.8,85,5,138
16-06-21,Dhaka,39,27.5,84,9,25
17-06-21,Dhaka,33,27.2,85,5,39
18-06-21,Dhaka,42,27.1,87,30,33
19-06-21,Dhaka,40,25.6,93,22,42
20-06-21,Dhaka,42,26.6,90,31,40
21-06-21,Dhaka,44,28.2,87,12,42
22-06-21,Dhaka,43,27.5,91,3,44
23-06-21,Dhaka,34,29.5,79,24,43
24-06-21,Dhaka,48,30,78,0,34
25-06-21,Dhaka,46,29.9,79,1,48
26-06-21,Dhaka,32,30,81,0,46
27-06-21,Dhaka,57,30.1,80,6,32
28-06-21,Dhaka,47,29.9,82,1,57
29-06-21,Dhaka,41,27.7,89,0,47
30-06-21,Dhaka,51,28.6,86,46,41
01-07-21,Dhaka,59,26,87,19,51
02-07-21,Dhaka,49,25.8,93,33,59
03-07-21,Dhaka,13,28.9,83,64,49
04-07-21,Dhaka,3,27.6,91,1,13
05-07-21,Dhaka,3,29.8,81,60,3
06-07-21,Dhaka,4,30.2,83,1,3
07-07-21,Dhaka,5,28.5,89,4,4
08-07-21,Dhaka,8,29.5,80,5,5
09-07-21,Dhaka,18,29.8,80,3,8
10-07-21,Dhaka,54,30.4,80,0,18
11-07-21,Dhaka,138,30.6,78,0,54
12-07-21,Dhaka,351,31.4,73,0,138
13-07-21,Dhaka,348,30,78,0,351
14-07-21,Dhaka,323,30.6,74,0,348
15-07-21,Dhaka,134,31.5,71,0,323
16-07-21,Dhaka,68,30.2,80,0,134
17-07-21,Dhaka,59,29.9,81,4,68
18-07-21,Dhaka,53,29.7,82,0,59
19-07-21,Dhaka,85,28.5,90,5,53
20-07-21,Dhaka,60,28.9,86,8,85
21-07-21,Dhaka,66,29.3,85,14,60
22-07-21,Dhaka,46,30.3,77,20,66
23-07-21,Dhaka,80,28.8,83,1,46
24-07-21,Dhaka,88,28.5,90,2,80
25-07-21,Dhaka,82,30.3,79,16,88
26-07-21,Dhaka,89,31.2,78,3,82
27-07-21,Dhaka,96,29.1,83,0,89
28-07-21,Dhaka,91,28.5,83,22,96
29-07-21,Dhaka,74,26.9,93,2,91
